S.No,comments ,Label
HATE_2966,Nehru Amman Denga Ni Valla India Pakistan Godava Inka Vundhi,hate
HATE_2967,"If the next debt is not found, the work is the same…",non-hate
HATE_2968,There are many wells that are not.,non-hate
HATE_2969,"
Lakshmankumar Kavali
Next Step",non-hate
HATE_2970,"If the RBI does not lend, the center will bend the necks and bring the frying mission",non-hate
HATE_2971,Andhra Pradesh Venezuela and Sri Lanka should be done by the bracelet,non-hate
HATE_2972,Andhra Ni Dengali Ante Jagan Abivudri Ante CBN,hate
HATE_2973,CM Andhra is the CM of this knowledge of many births,non-hate
HATE_2974,"
6093 crores by older brother's printing mission One Day Printing",non-hate
HATE_2975,It is not known what he will talk about,non-hate
HATE_2976,Anna will give you some commission with a few missions,non-hate
HATE_2977,Jagan Gabbu Gadu CBN Pettina Manchi Padakalu Ni Tolagichi Auto Valla Ki 10000rs Estthunnaru,hate
HATE_2978,Free ga icchina Cinema Theater Deggariki Kuda Evvadu Raadu,non-hate
HATE_2979,Son of India Ticket Booking Records,non-hate
HATE_2980,Aha Atna Son Of India Ki Theater Lo Okkadaina Unnadu Ticket Rate Penchithe Aa Okkadu Kooda Undadu House Full Kaadu House,non-hate
HATE_2981,If he jokes something it is myself to believe it,non-hate
HATE_2982,Arey meru mi chillaru mokhalu chillaru jokes vaddu ra babu,hate
HATE_2983,Jabadrasth Oka Chillaru Show Anni Double Meating Daniki Lnja Roja Inka Rashmi,hate
HATE_2984,roja oka noru vunna pichi lanja noru vundhaani edho edho matladthi,hate
HATE_2985,"EII YEVUDRA VEEDU, Andanga Vunnav Antunnadu, Akka Antunnadu",non-hate
HATE_2986,Jagartha Antunadu Andham Antunadu Akka Antunnadu Ento Veedu EM Ardham Kavadam Ledhu Em Antunado Ardham Kavadam Ledhu Antha Confusing Ga Vundhi!,non-hate
HATE_2987,Audio Launches,non-hate
HATE_2988,Andhra Police Meedha Eppudo Nammakam Poyindhi ..,non-hate
HATE_2989,Sir police,non-hate
HATE_2990,That crazy vengalappa face,non-hate
HATE_2991,Talk in Telugu .. It is Jaganis .. !! Jaganis come to Ramana !!!,non-hate
HATE_2992,Do-Lund Oka Oka Daridudu Asla Valla Hate Crime Ekkuva Ayindhi Vadi Valla Vadu VADU VARI DONGA BUDDI,hate
HATE_2993,Mother Tongue Telugu means Lokua Next States Learn how much respect their mother tongue,non-hate
HATE_2994,When does the witness wrote ... when is it wrong,non-hate
HATE_2995,This is a lot of mistakes written by your corrupt magazine,non-hate
HATE_2996,The Chief Minister also agreed today ....,non-hate
HATE_2997,Bonda uma dhi oka kukka jeevitham adeskha,hate
HATE_2998,Sakshi Correct Eppudu Rasindani Meeru Mee Jokulu,non-hate
HATE_2999,Cut Paste ... video Cut AAEINDHI,non-hate
HATE_3000,Witness,non-hate
HATE_3001,Enough to say that it is completely not to say that,non-hate
HATE_3002,PK POWER Supply .... Lo Meru Okka Star ...,non-hate
HATE_3003,na life lo anna ute nenuu vutha,non-hate
HATE_3004,Idhi MATHI MATHI MATHI BRO AYANA GLAVADAM MAKI AVASARAM SIMPLE GA CHEPPALANTE ..... NIJANGA AYANA DABBULU SAMPADHINCHALANTE YEARLY 100 CINEMALLONE EASYGA EARN CHEYAGALADU ..... LEDHU ....,non-hate
HATE_3005,Hatsoff to you bro e mattalu andhru artham chesuko vali,non-hate
HATE_3006,My Love NTR I Love You NTR,non-hate
HATE_3007,Ego+fat = ego is too madam ...,hate
HATE_3008,The respect for you with these words is gone,hate
HATE_3009,Chiranjeevi's mind is so good without what you do .......... You ----------,hate
HATE_3010,"Dheeni dhrustilo idhi okkate pedhha syncere politicion, migatha valu time pass chesevallu..asal aa body language",hate
HATE_3011,"This is a lot of bundle. Smoke. That is why it is like this. If he speaks so lovingly, he must keep the dignity of such poor people who understand the dignity.
",hate
HATE_3012,Industry elders have put the poverie again on the stage of 20 years.,hate
HATE_3013,"Bokkodi is fun ... my, no ...... love ... Where are you ... where the megastar.",hate
HATE_3014,"If Kesineni Nani does not, TDP is going to be. The party is required to do so",hate
HATE_3015,Yevaremanukunna ..... CBN Gaaru Valuable Person ......,non-hate
HATE_3016,"Should be outside the gate, the mla MP",hate
HATE_3017,They don't really have basic sense !! Do you know ???,hate
HATE_3018,Chandrababu is like Lord Shiva.,non-hate
HATE_3019,Poyakalam Deggara Padinappudu Alage Chestharu,hate
HATE_3020,Bgm tho gooseebumps tepinchadu,non-hate
HATE_3021,"Om Jai Bolo Ganesh Maharaj Ke Jai
Om Namo Brahma Namo Vishnu Namma Namah Jai HIND Jai Sri Ram",non-hate
HATE_3022,"Excellent shot, goose bumps. Jai Sri Krishna",non-hate
HATE_3023,Ennisarlu chusina chudalanipinche great scene idi,non-hate
HATE_3024,"Once again, the fire means putting hands in the fire",hate
HATE_3025,Vadiki Scene Lekunna Cinema Teesinpellam Pillala Life Nashanam Chesadu ... Vadini Pogadaksina Anta Scene Ledu ...,hate
HATE_3026,Avasaram a vadiki,hate
HATE_3027,Pasaleni .... Personality Dhanraj Thana Comedy Kuda em bagundadu,hate
HATE_3028,Dhanraj - idi edo theda ga undi ee,hate
HATE_3029,Hero Ipodham Industry Ni Yeledham Ante Last Ki Bokka ipotham,hate
HATE_3030,"Unde Money Tho Manchi Mirror Konukunivunte, Intha Money Loss Chesundevadika",hate
HATE_3031,"Veedu Aids patient la untadu, hero enti ma karma",hate
HATE_3032,Erripuvvu panulu,hate
HATE_3033,AMI parvaldhu.vedu pedha bokka,hate
HATE_3034,NIV HERO ENRA LAFOT GS,hate
HATE_3035,Painleni Producers Ki Panileni Nastalu,hate
HATE_3036,Jaganmohan Reddy jailed in jail,hate
HATE_3037,Sigundali Kusinta .. Chee Chee Batukule,hate
HATE_3038,Thanks Talli ... koncham naalika mandam laga undhi.,hate
HATE_3039,Orei ... Menoto worms ... oral cancer,hate
HATE_3040,This girl is still a caving without shame,hate
HATE_3041,Waste gaadu jagan .. ma dabbulu is unnecessary,hate
HATE_3042,Okkasari Chance Ivvandi Chala Manchi Manishi CM Kavali Jai Janasena,non-hate
HATE_3043,Rastam Bagunddali Ante PawanKalyan CM Khavali Rastam Bagupaduthundhi,non-hate
HATE_3044,Correct ga Cheppav anna ee vedhavalaki intha alochana ledu em chestham,hate
HATE_3045,Poor people ki middle class varu ga brathakavachu,non-hate
HATE_3046,HA BOKKALE VEEDU VADI BABU LAGE,hate
HATE_3047,Bokka Laga Vundhi Movie 2 ND Half Lekapothe Movie Oka Sari Kuda Chudalem,hate
HATE_3048,"Sollu Cinema, Oka Move Ayina Oka Splist Boxer Move Ayinatu Unda Baddakam Punch Lu, Lazyy Moves,",hate
HATE_3049,One more flop hero part of Nepotism Gang,hate
HATE_3050,Chala Manchi Pani Chesaru,non-hate
HATE_3051,Pichola Gurinchi Vinadame Gane Direct ga epudu e video lo chustuna ...,non-hate
HATE_3052,Watching this video is their lover.,hate
HATE_3053,Nani Fans Ante Mamoluga Undadhu Mari Super Love You Nani Love You,non-hate
HATE_3054,As Pooja Hegde is anchor super,non-hate
HATE_3055,What do you think of Ankar ....,hate
HATE_3056,Nenu aitey denkapota akkadnunchi,hate
HATE_3057,AMI Chasarante Uday Kiran Ni Champaru Vedi Nepotism Valla,hate
HATE_3058,Mem Vallani Star's Chesam Inka Yem Cheyali Okka Pani Cheye Bro Nuve Nuve Nuve Ki Pawan Deggara Ampi Ne Vatha Aye Potundi K Na,hate
HATE_3059,Mana Paristhithi Yenty Ante Manam mo kudisipoina parvaledu manalo okadu mathram yedagakudadhu ...,hate
HATE_3060,"Ikkada Kontha Mandi Paytm Langas Aduguthunna Questions
Mari Vaalani Stars Chesamu Ga
Orey Erripuvvu Lara Star Chesthe Assembly Kelli Bill Pass Cheyagalara
TEACHER VUDYOG ICHI CASE LU ISTHAMANTE CHALA DARIDRANGA VUNTADI",hate
HATE_3061,Orey Black Mamba ga Vallani Pedda Stars Ni Chesam .... Niyabba Entha Kulapichi Vunntey Ela Matladathava,hate
HATE_3062,Kulaaa pechhe fuuga undeanana,hate
HATE_3063,Orey Manam Cinemalu Chudabatte Vallu Luxury Ga Brathukunnaru Ra,hate
HATE_3064,"NUV AMINA CHIA RA,
Buffalo",hate
HATE_3065,Norumuyyura Pavala,hate
HATE_3066,Pigs do.,hate
HATE_3067,Appara babu ni kulagaji,hate
HATE_3068,Meeru emi chestunnaru.sollu matalu tappa,hate
HATE_3069,Pora Pavala,hate
HATE_3070,First Puri Gariki Pattina Shane Nuvu Raku Thali Rest thisko hayiga,hate
HATE_3071,Raaakapoyina parledhu,hate
HATE_3072,Break means .... Fucking Kay Enjoy,hate
HATE_3073,Punjab Po will be better off and another movie with the hero,hate
HATE_3074,Chi Pove,hate
HATE_3075,Konni love stories lo love express cheyyataniki muddu pettukovalsina avasaram undadu.,non-hate
HATE_3076,Manchiga kurchoni adugu thammudu,non-hate
HATE_3077,Love Story Muddulu Kadu Sannivesam Site Ranam Lo Scenes Lo Love Chala Baga Chupicharu Movie,non-hate
HATE_3078,Edi Mana K.Vishwanadh Garu Eppudoo Ennisarlooo Chepparu,non-hate
HATE_3079,Muddu Scene Avasaram Emundi. Valla Love Kanipistundi ga,non-hate
HATE_3080,Baga Cheppadu,non-hate
HATE_3081,The movie was not taken as usual,non-hate
HATE_3082,Acting Super Undhi Ga Bro Just Story Lo Dammu LEDH,non-hate
HATE_3083,E Pichakuntla Comments NDHK RA Acting Super Chesadu .. Director Falt Ani Clear,hate
HATE_3084,Nuvu Velli Record Chesava Loveda,hate
HATE_3085,What did Baahubali Ganesha put in the mouth ....,hate
HATE_3086,Potaru potaru array,hate
HATE_3087,Devudimida Jokulu Vesina Avamanichina Chala Nasta Potaru Vinayakudito Pettukokuda Power full god,non-hate
HATE_3088,After secularism in this skins is hidden in rice cans,hate
HATE_3089,People. Also. If changed. Not very good,non-hate
HATE_3090,Nibba reels cheyaku bro,hate
HATE_3091,Where do you come from bro these thoughts,non-hate
HATE_3092,Chala Ante Chala Bagundi Bro,non-hate
HATE_3093,Bro Ni Fututr Inka Machi Position Ki Veltavu Bro Super Ga Editing Bro,non-hate
HATE_3094,Kindha midha upu ma prabhas anna thopu,non-hate
HATE_3095,Aaa Voice Lo Unna Rajasa Yogame Vere Level Jai Prabhas Anna,non-hate
HATE_3096,Over Action Aapu,hate
HATE_3097,"Na Loveda Vikram EEDU Okka 2,3 Cinemalu Hit Kagaaniy Chiranjeevi Kanna Ekkuva Feel Ayithunnadu",hate
HATE_3098,Mokkam paguludhie,hate
HATE_3099,Chattha Cinima ra Babbu,hate
HATE_3100,EDI Over Action,hate
HATE_3101,Telugu Vallu Ante Antha Chulakanagaa Undha A Heroki,hate
HATE_3102,Hari Hara Veera Malu & Dussehra achieve good success,non-hate
HATE_3103,Nani Anna Movie Marchukovali,non-hate
HATE_3104,Om Namo Narayana,non-hate
HATE_3105,Om Namo Namah Sri Venkateswara Swamy Yo Kaliyuga Direct Divine Shri Thirumala Srivari Padala,non-hate
HATE_3106,Ledhu Daddy Meere Important Ani Cinema Loki Vachestha,non-hate
HATE_3107,Overaction Tho Jaanani Confuse Chestunnaru ... Picchi na K ***,hate
HATE_3108,Anchor Be Like: Pichi Na Kdklni Andharu Ikkade Unnaru,hate
HATE_3109,Anchor Be Like: Pichi Na Kdklni Andharu Ikkade Unnaru,hate
HATE_3110,VEELU VEDI OVER ACCTION,hate
HATE_3111,Arey Sollu Comedy Apandraaaa,hate
HATE_3112,Edhi yekkadi mass ra mama jai bandla anna,non-hate
HATE_3113,Bandla Ganesh Thopu Dammunte Evadina APU,non-hate
HATE_3114,Balayya devudu,non-hate
HATE_3115,Eeee suma overaction rota ga undi,hate
HATE_3116,Those who want to become liger movie flop bro bro,hate
HATE_3117,Punch Veyyalantay ... Sunil Anna Tharuvathayee ... Yavarina ...,non-hate
HATE_3118,Punching Falaknama Tho Easy Kaadhu,non-hate
HATE_3119,Madhi sommu ea kadha vochesthadhi,hate
HATE_3120,Nilalanti varu okkaru unna mana desham baguntadi,non-hate
HATE_3121,RGV Father knows whether the condom is used or then the condom,hate
HATE_3122,Songs like this are still super,non-hate
HATE_3123,Arjun reddy slang masthu undhi,non-hate
HATE_3124,Bagaa Tension Paduthunnavu Akkaa ...,non-hate
HATE_3125,Daniki mekaup mida una sradda abiruddi meda leedayi,hate
HATE_3126,What do you want to speak?,hate
HATE_3127,Liger Movi is good,non-hate
HATE_3128,Ore Teenmar Mallanna pedda thopula feel kaku,hate
HATE_3129,Orei ep nayala evadu pay chesindu neeku? Politicians Ankunda Veela Meedha Paddav,hate
HATE_3130,Miku Cinemala Gurinchi Andhuku Ra ... Nuvvu Pettukunna Dhukanam Anti Matladey Matter Anti,hate
HATE_3131,"AA Reporter Laffut Gaadu .... AA Girl Correct ga Ne Ne Cheppindhi, first loi she says Virat Kohli Ishtam Ani L, Malli Vaade Cricket",hate
HATE_3132,USA LO 200CR VALUE HOUSE ETLA KONNAV RA NUV EVADI ABBA SOMMU,hate
HATE_3133,Evaru vunauru akada super,non-hate
HATE_3134,Yerripooka,hate
HATE_3135,Education mukkyam kadu janalani chadinivanadu eerojualo vadu goppavadu,non-hate
HATE_3136,YES MARK LU KANNA Gnanam Sampadhisthe Life Long Panikivasthadhu,non-hate
HATE_3137,E over action voddu ra,hate
HATE_3138,There is a video that has also been enjoyed on a Private JET for the promote of the film.,non-hate
HATE_3139,Naa drustilo pspk garu devudu,non-hate
HATE_3140,Samantha Ki Exposing Fame Popularity Medha Una Interest Family Medha Ledu Emo Asal Bollywood Lo Act Ey Cheyanu South Esh Babu Ram Charan Allu Arjun Vala Wife's Tho Exposing Vala Tho Chetha Scenes Cheynisthara Andharau Valu Kalavali Ane Anukuntunaru Gani Ami Akshay Kumar Ethukuna Parledu Evaru Evaru Em Chesina Parledu,hate
HATE_3141,Andhariki Rajamouli RGV Inspiration Emo Naku Meere Inspiration ..... Words Can Do More Than Action .... Mee Laga Knowledge,non-hate
HATE_3142,"UR Too Intelligent Sir, Me Interviews Anni Chustanu",non-hate
HATE_3143,"Manaki Ibbandi Ochinappudu Koncham Sahinchatam
Kastam ochinappudu koncham bharinchadam
 Anandham Vachinappudu Koncham Panchadam",non-hate
HATE_3144,Moham Lo Cheoodu ... Enta Kala UTTIPADUTUNDO ...,non-hate
HATE_3145,Movie Matram Modda Gudisi Potadhiiii Pakkaa,hate
HATE_3146,Bokka la Vundi Movie,hate
HATE_3147,Hindi Vallatho Sanka Nakipothav,hate
HATE_3148,Anduke film Dobbindii,hate
HATE_3149,Ankunta Rajamouli in East Godavari district,non-hate
HATE_3150,"Taking the package and alive
Talking about the package",non-hate
HATE_3151,Sathi nee comedy lo pasa ledhu,hate
HATE_3152,Sati Ni Interviews Chuse Vallu Ipudu Evaru Leri,hate
HATE_3153,Satthi Nee Comedy IRRITATION GA UNDI.,hate
HATE_3154,Satti erripuk irritating,hate
HATE_3155,Nattu gaadu tappu maatladi vundachu nuvvu peekindhi em ledhu andaru nomination chesina vaadi valla valla valla valla vachesam antaaru kaani votes idhi idhem logic naaku artham kaaledhu nuvvu nuvvu nuvvu nuvvu nuvvu nu I Maatladaru House,hate
HATE_3156,Sravanthi Akka Don't Cry. Be Strong. V r 4u,non-hate
HATE_3157,Waste Gadu Natraj is very bad behavior,hate
HATE_3158,Natraj Chala Bad Behavior,hate
HATE_3159,Only Chiranjeevi Garu can say that such blacksmiths ....,non-hate
HATE_3160,Super Sar Rao Gopal Rao is a good man for talking about him,non-hate
HATE_3161,The older brother says that the mouth is going ....,non-hate
HATE_3162,Homemade dishes,non-hate
HATE_3163,"Nenu Vunnanu, Nenu Vinnanu, Nenu Chusanu .... All Are Eligible For The Oscar Level Performance",non-hate
HATE_3164,Mimmalni Chustunte Allu Ramalingayyagaru Comidy Chusinattu Vundi Malli,non-hate
HATE_3165,Hahaha Papam Aravind Garu Rathri Nidra Lo Kuda Tieup Antey Bayam Vachetatlu Undi,non-hate
HATE_3166,Maa Allu Aravind Gari Comedy Super Allu Sir Plz Meeru Movies Love Act Cheyandi,non-hate
HATE_3167,Allu Aravind Garilo Manchi Actor Vunnaru Hilarious,non-hate
HATE_3168,Chachipothe pedakaram poyedhiga Andhuku Bathikavra,hate
HATE_3169,Mulapeta lo 2 years chadhukuna,non-hate
HATE_3170,What a sin in the birth .. Chiranjeevi gave birth to such people ..,hate
HATE_3171,Whose hilltop ...,hate
HATE_3172,It is my opinion that Putav is to pick up a parav to chee the Mega Family,hate
HATE_3173,Magadiki Aada Vesham Vesinattundhi Srija. AA maathranike pelli meedha pelli siggundali.,hate
HATE_3174,dhobbey dhobbey antunnav enti. Chiraku Dhobbinchadam Baga Alavatu Anukunta. Neeku,hate
HATE_3175,Do not take our videos like this,hate
HATE_3176,"Pillala Gurinchi Alochinchi Husband Tho Kaliste Andariki Baguntundi, Pls Take Care",non-hate
HATE_3177,"If they are, why do we have their own",non-hate
HATE_3178,Kothaga EE Dharidram. Inka Vellu Start Chesaru,hate
HATE_3179,Chee .. Chee ... I want to die !!,hate
HATE_3180,NTR Anna La Acting Cheyliantey Enko Janma Ettale Evarinaa ... Jai NTR Anna,non-hate
HATE_3181,Dheni Bhaga Dangali Rojani,hate
HATE_3182,Abbabba em reply ecudu boss supper,non-hate
HATE_3183,Tulsi plant sir Pawan Kalyan,non-hate
HATE_3184,Venky uncle fans Jai Venky uncle,non-hate
HATE_3185,"Bokka Spritual, Ela Champukkunnte Years Baby",hate
HATE_3186,Where's the comedy here Ra Babu ......... your over action you .......,hate
HATE_3187,Washing Powder Nirma Neevu Maa Mukyamantri Awadam Maa Karma,hate
HATE_3188,Uncle is always kept as Gun ..,non-hate
HATE_3189,"Oka Family Motham Industry Akramincheste Prati Okkaru Ilage Matladali, Tappadu.",non-hate
HATE_3190,Re Endukura Overacting Thengutunnav,hate
HATE_3191,Cheppindi chalu denge bokka,hate
HATE_3192,Ee yadava monna balayya nu kuda alage annadu,hate
HATE_3193,... a Gundey brathakali bro,non-hate
HATE_3194,Manodu Venky Batch ... Job Pakka,non-hate
HATE_3195,Meku Kuda Manchi Bavisath Unntadi,non-hate
HATE_3196,It would mean that he did not read,non-hate
HATE_3197,Atluntadhi mannolathini,non-hate
HATE_3198,Chillara Bokugallu,hate
HATE_3199,NIJANGA ILANTI EXTRAORDINARY Persons untaru,non-hate
HATE_3200,Nijamga ala ante principal urukuntadantava bhayya,non-hate
HATE_3201,Ma Principal Ni Antha Mata Ante Internals Lo Fasak ...,non-hate
HATE_3202,Nuvvu nee fake muchatlu,hate
HATE_3203,Vinevallu VerryPappalithe Edina Chepthary..Nammandi Nammandi,hate
HATE_3204,Ahh Bongule,hate
HATE_3205,Erripuk Gallu meru,hate
HATE_3206,Pedda sollugaadu,hate
HATE_3207,Nijamga Aadu Annada ..... Veedu Kurchoni Sollu Dhobbuthunnadu .....,hate
HATE_3208,Brahmini Name Yenduku Raa ... Orey Tingaroda as Amai Paruvu Teestunavu,hate
HATE_3209,"If you know where to talk about this, the MLA becomes an MLA ... Sadly how Brahmani will bear it",hate
HATE_3210,Emana Common Sense Unda Ra Lokesh Niku ... Aa Video Ki Ni Wife Name Mention ...,hate
HATE_3211,Alaanti Goppollaki Ilaanti Goppolle Pudatharu ..,non-hate
HATE_3212,Meeru ALA Antunte Gooseebumps Vastunay SIR,non-hate
