S.No,translated_texts,Label,telugu_texts
HATE_3446,You believe that you should be ashamed,non-hate,?????? ??????? ???? ???????? ?????? ?????? ?????? ???????????  ??
HATE_3447,"Naresh, the holy man who started the holy with the holy",non-hate,???????? ?????????? ???????????? ????????? ?????
HATE_3448,Pavitra ki pelli kakunda oka abyyai kapuram cheshindhi,hate,pavitra ki pelli kakunda oka abyyai kapuram cheshindhi
HATE_3449,Politics,non-hate,?????????????????? ???????? ????????? ????????? ?????????
HATE_3450,"If the demons appear, someone will attack ..
Like Pasupati in Arundhati's film",non-hate,"???????? ????????? ?????? ????????0???? ..
? ????? ???? ???? ??? ???????? , ??????? ???????? ?????? ????"
HATE_3451,Pora Howle gah ekkada nunchi mingey,hate,Pora howle gah ekkkada nunchi mingey
HATE_3452,"You have come in the UP election, but you have come to Telangana now we will come to Telangana and you will help you with the same.",non-hate,???? ??????? ????????? ????? ???? ????????? ???? ???????? ???????? ?????? ???????? ??????? ???? ????????? ????? ???? ?????? ??????? ?????? ????? ????? ???? ????? ???? ??????? ???????????? ???? ????? ???? ???????
HATE_3453,Thanq Shankaranna Praveen Anna Ki Screen Ichinanduku Happy To See You Both,non-hate,Thanq shankaranna praveen anna ki screen ichinanduku happy to see you both
HATE_3454,TRS Entha Istha Annadu Ra Niku NV EM Samsarivi Kavu Ra Praveen ..,hate,TRS entha istha annadu ra niku nv em samsarivi kavu ra Praveen..
HATE_3455,Mimmalni ekkado chusi nattunde,non-hate,Mimmalni  ekkado chusi nattunde
HATE_3456,Are Pichi Sulli Gah Entha Tiskunavra TRS Daggara,hate,Are pichi sulli gah   entha tiskunavra trs daggara
HATE_3457,IVI NEWS Antara Asalu,non-hate,Ivi news  antara asalu
HATE_3458,Shankar Nuv Kalsi e Chanel Ni Nadipiyunri Manchiguntadi,non-hate,Shankar nuv kalsi e chanel ni nadipiyunri manchiguntadi
HATE_3459,Rey apara nee theelivithakkuva matalu,non-hate,Rey apara nee thelivithakkuva matalu
HATE_3460,Nuve Pedda Joker vi Malli ... Anna Ni Antunnaru,non-hate,Nuve pedda joker vi malli...anna ni antunnaru
HATE_3461,TRS KU SUPPORT CHESTE NUVve,non-hate,Trs ku support cheste nuvve
HATE_3462,Na Moddala Mallanna,hate,NA MODDALA mallanna
HATE_3463,Anna Super Bro,non-hate,Anna super bro
HATE_3464,Correct Bro Vadu Langa Road Meedha Ammukuntaru,hate,Correct bro vadu  langa road meedha ammukuntaru
HATE_3465,"FAKE NEWS
News Line",non-hate,"Fake news
News line"
HATE_3466,Neevu Great Anna ... Super,non-hate,Neevu great anna...super
HATE_3467,Nuvu TRS Nu Adugura Nuvo 90 ml ga mallanna kali gotiki sari povura nuvu ne batuku tho,non-hate,Nuvu trs nu adugura nuvo 90 ml ga mallanna kali gotiki sari povura nuvu ne batuku tho
HATE_3468,EDU OKA SULIGADU JAI MALLANNA,hate,Edu oka suligadu Jai mallanna
HATE_3469,KCR BSP Valu Enni Eastunaru Month Ki Nek,non-hate,Kcr bsp valu enni eastunaru month ki Nek
HATE_3470,Jai Teenmar Mallanna,non-hate,Jai teenmar mallanna
HATE_3471,NIVU KCR Tho Thov Ra Chilka,non-hate,Nivu kcr tho thov ra chilka
HATE_3472,Sanjay Annani Ante Niku Paguludhu hayiâ€¦,non-hate,Sanjay annani ante niku paguludhu hayi…
HATE_3473,Dhesaanni ammesevaadu yevadiki hero? Meekaa?,non-hate,Dhesaanni ammesevaadu yevadiki hero? Meekaa? 
HATE_3474,Jai Congress Jai Congress Win Pakka Jai â€‹â€‹Revtha Redd,non-hate,Jai congress jai congress win pakka jai reavtha Redd
HATE_3475,"When Telangana arrives, the poor will change, MLA lives have changed, hundreds of acres of land for every MLA.",non-hate,"??????? ?????? , ???? ????????? ?????????????? ,MLA ???????? ?????? ,????? MLA ?? ???? ????? ?????? ?????? FARM ???? ??."
HATE_3476,Reventh Reddy Dhi Gadidha Moddavadu Waste,hate,reventh reddy dhi gadidha moddavadu waste
HATE_3477,Bandi sanjay gadu amit shah kukka vadu poyi vadi kaalu nakutaru,hate,bandi sanjay gadu amit shah kukka vadu poyi vadi kaalu nakutaru
HATE_3478,KCR DHI BARREY KARREY MUKKU VADU WASTE PM KI,hate,kcr dhi barrey karrey mukku vadu waste pm ki
HATE_3479,BJP Kuda Terrosit EY VADU LANJA PANULU EVVARU CHEALAL,hate,bjp kuda terrosit ey vadu lanja panulu evvaru cheyale
HATE_3480,Putin Valla Motham Lokham LO Inflation Periginglu Vadu Cheshina Langa Paniki Memu Suffer Avvuthunam,hate,putin valla motham lokham lo inflation periginglu vadu cheshina langa paniki memu suffer avvuthunam
HATE_3481,ni pellam puku denugutha ma anna annavu ante,hate,ni pellam puku denugutha  ma anna annavu ante
HATE_3482,Oka Ammai vi ayundhi Illu Clean Chesthunavu Ani Complain Chesthava Siggu Techuko,hate,oka ammai vi ayundhi illu clean chesthunavu ani complain chesthava siggu techuko
HATE_3483,Kajal Oka Bitch Naku Modda Dani Notlo Pettali Anni Vundhi,hate,kajal oka bitch  naku modda dani notlo pettali anni vundhi
HATE_3484,ee kalam ammailu ki dabbuli vunte chaalu anukuntaru,non-hate,ee kalam ammailu ki dabbuli vunte chaalu anukuntaru
HATE_3485,Oka ammai vi vi vundhi natho argue chesthava puku mosukoni inti panulu cheyi,hate,oka ammai vi vundhi natho argue chesthava puku mosukoni inti panulu cheyi
HATE_3486,Samantha Oka Trigubothu Lanja Chai Lanti Mogudu Vadilesindhi,hate,samantha oka trigubothu lanja chai lanti mogudu vadilesindhi
HATE_3487,Jai Kodali Nani Meru Oka Dynamic Leader,non-hate,jai kodali nani meru oka dynamic leader
HATE_3488,NEN PEDDA PAYALU VUNNA Ammailinu Dengi Bore Kotudhundhi #Iamcomingforskinnygirls,hate,nen pedda payalu vunna ammailinu dengi bore kotudhundhi #iamcomingforskinnygirls
HATE_3489,Desanaki Oka Nehru Oka Vallabahi Patel Vundali Kani Manaki Oka Shah Inka Modi Lanti Vallu Dorikaru,hate,desanaki oka nehru oka vallabahi patel vundali kani manaki oka shah inka modi lanti vallu dorikaru
HATE_3490,pichi puku kukka na meddha nunchi leyi,non-hate,pichi puku  kukka na meddha nunchi leyi
HATE_3491,Ee video chusintarvatha mee meeda respect perigindi,non-hate,Ee video chusintarvatha mee meeda respect perigindi
HATE_3492,EE Ammai Chala Bagundhi.Pade Pade Chudaalinipistundhi,non-hate,Ee ammai chala bagundhi.pade pade chudaalinipistundhi
HATE_3493,Good and Gita Krishna Garu is good. Interview,non-hate,Good ???? ??? ????? ???? ????. ?????????
HATE_3494,Do not ask any hero to reduce the remuneration of any hero,hate,? ?????? ? ??????????  ????????????? ???????????? ???????? ?????? ?????? ?????? ??????
HATE_3495,Tickets Rates Thagginchaali..Appudey Janaalu Theater Ki Vastaaru .. AYI,hate,"Tickets rates thagginchaali..appudey janaalu theatre ki vastaaru.. Budget peruguthondhantey dhaanikkaranam producers e... Heroes budget, north Indian heroines, valla staff ni mepaali ivvanni thadisi mopodavuthunnayi"
HATE_3496,Hero lu Remuneration Taggisthe Dil Raju Rates Penchi Collections,hate,Hero lu remuneration taggisthe dil raju rates penchi collections motham mingesthadanta….funny fellow
HATE_3497,Deal video thati pettu. Chetha News.,non-hate,DEAL VIDEO thesi pettu.  chetha news.
HATE_3498,BJP Ni Lepindi KCR and TRS. IPPUDU BJP Ante Ente TRS Ki Ardam Aindi BJP Ki Chance ISTHE TRS NE MINGESTHUNDI ANI,non-hate,BJP ni lepindi KCR and TRS. Ippudu BJP ante ento TRS ki ardam aindi BJP ki chance isthe TRS ne mingesthundi ani
HATE_3499,Twitter Tillu Gabi Banisa,non-hate,Twitter tillu gabi banisa
HATE_3500,KTR Valla Hyderabad Baga Devalop Ayindhi Jai Ktr,non-hate,ktr valla hyderabad baga devalop ayindhi jai ktr
HATE_3501,Don't be afraid of anyone who can find super truth like this,non-hate,??????? ?????? ????? ???????? ????? ????????? ?????? ???????? ??????
HATE_3502,"Honesty said, as happened",non-hate,"???????? ?? ???????? ????, ???????? ????????????"
HATE_3503,"Telugu Prajalu Badhalu Tirchedi One And Only Mahesh Babu Garu, Thankyou For Your Guts.",non-hate,"Telugu prajalu badhalu tirchedi one and only mahesh babu garu, thankyou for your guts,."
HATE_3504,Jai Harsha Jai â€‹â€‹Harsha Harsha who is the one who eats the stomach,hate,??????? ??????? ??? ???????? ???? ???? ?? ???? ?? ???? ????
HATE_3505,Giving Giving Money,hate,It's not about giving money It's about giving satisfaction to viewers and spreading humanity
HATE_3506,Bro neku rip date daggaraku vachesindhi,hate,Bro neku rip date daggaraku vachesindhi
HATE_3507,Logically what u have been exactly right .. Appreciated the Way You Explained the Concepts of Government and other ways to come .. good ..,non-hate,Logically what u said is exactly right.. Appreciated the way you explained the concepts of government and other way of ruling.. Good.. Keep it up dear..
HATE_3508,"Anna If you don't donate, do not donate those who donate",hate,Anna ?????? ???? ?????????? ??????? ???? ???? ?????? ??????????
HATE_3509,He said earlier that I have to be inspire,non-hate,???? ????? ????? ???????? ???? ??? videos ????????? ????? ????? inspire ??????? ???
HATE_3510,Arey Nee Antha Chetha Nakodukuni Chudaledh Ra Ippativaraku,hate,Arey nee antha chetha nakodukuni chudaledh ra ippativaraku
HATE_3511,Babhu You are great for his help rather than a movie rile. NUV big Prad,hate,Babhu ?????? movie rilease ??????? ?????? ?????? ????? ???? ???? ???? ???????. Nuv ????? prad
HATE_3512,Your Flow And BGM Super Bro Chinchesav,non-hate,your flow and bgm super bro chinchesav
HATE_3513,Prathi Chillara Gadu Harsha-Sai Gurinchi Matladame Help Chesina Tappu Ye Ra Babu Meku,hate,prathi chillara gadu harsha-sai gurinchi matladame help chesina tappu ye ra babu meku
HATE_3514,Anna I want to say one thing.,non-hate,"Anna I want to say one thing.u say mind-blowing truths love u brother .keep it up, I really proud of you bro ."
HATE_3515,NUV Annantha Mathrana Harsha Sai Midha Abimanam Thaggadu Ra,hate,Nuv annantha mathrana Harsha Sai midha abimanam thaggadu ra
HATE_3516,Bro Moto Vlogging Lo Andhari Kanna Nuvve Istam Naku,non-hate,bro moto vlogging lo andhari kanna nuvve ishtam naku
HATE_3517,EE Tata Nexon Antha lavda car nenu ekkada chudaledh ra,hate,ee tata nexon antha lavda car nenu ekkada chudaledh ra
HATE_3518,SIR LAST TIME KOHLI NEWZEALAND T20 SERIES LO OKA RUNOUT ALANY Chesadu .. Mind-Blowing Runout Sir Adhi,non-hate,Sir last time kohli newzealand T20 series lo oka runout alany chesadu .. mind-blowing runout sir adhi
HATE_3519,KL Rahul is the biggest fraud in Indian cricket,hate,kl rahul is the biggest fraud in indian cricket
HATE_3520,I Feel Like Bhuvaneshwarkumar Must Be Dropped From The Upcoming Matches Because He Is Going For Runs In Death Overseas,hate,I feel like bhuvaneshwarkumar must be dropped from the upcoming matches because he is going for lot of runs in death overs
HATE_3521,Prathi Chethanakoduku Viratkohli Ni Anetode Lavdapuk Gallu,hate,prathi chethanakoduku viratkohli ni anetode lavdapuk gallu
HATE_3522,You said the truth was that he thought he would give me a quote if I give me a quota.,non-hate,???? ????????? ???? ???? ????? ??????? ?????? ???? ???? ????? ???? ????????? ??? ???????????.????? ????? ?????? ?????? ?????? ?????
HATE_3523,Special respect for Indian cricket thanks (International Board of Australia),non-hate,special respect for Indian cricket thanks for ( international board of Australia)
HATE_3524,Anna is very improvous .... Super,non-hate,????? ???? ???????? ???????.... ?????
HATE_3525,"After becoming a minister, the madness of the madness of Extra Jabardast shouted. Don't care.",hate,???? ?????? ?????? ?????? ?????? ????????? ????????? ??????? ??????????. ???????????????.
HATE_3526,Roja is not a man it is waste,hate,???? ????? ????? ???? ??? ??????
HATE_3527,Lokesh Anna Nuv Super Anna I Am Proud Of See You Like This Way Of Speech Jai Lokesh,non-hate,Lokesh anna nuv super anna I am proud of to see you like this way of speech jai lokesh
HATE_3528,The older brother we are on the road will improve dogs,hate,??????? ??? ???????? ????????? ????? ?? ?????? ?????
HATE_3529,Roja Neku Dammu Unta YS Jagan Ki Cheers Pompu Yanduku Anta Ys Vijayamma,hate,Roja Neku dammu unta ys Jagan ki cheers pompu Yanduku anta ys vijayamma ni vishaka mp seat Gelupuichuko Lani dadamma nevu
HATE_3530,Lokesh Anna is now making Ismart Shankar Law on punches,non-hate,?????? ???? ??????? ????????? ????? ?? ????? ??????? ???? ? ??? ???? ??
HATE_3531,Annaaa Telugu Communication Baanee Improve Cheshav,non-hate,Annaaa telugu communication baanee improve cheshav
HATE_3532,Roja Niku Minister Ichindhi ha shaka ki nayam cheystav ani. Cheera lu pampala miku antey anam garu cutdrawer lu pampala annadu saripoyindha. POWER Unnantha varaku Baganey untundhi.,hate,Roja niku minister ichindhi ha shaka ki nayam cheystav ani. Cheera lu pampala miku antey anam garu cutdrawer lu pampala annadu saripoyindha. Power unnantha varaku baganey untundhi.
HATE_3533,Rechipothunnaru adhikaram lo unnaru ani ahamkara dhorani,hate,rechipothunnaru adhikaram lo unnaru ani ahamkara dhorani
HATE_3534,"Don't worry lokesh garu. IF Government Could Not Do It It, Madam Will Hang them in 21 days. Jabardast Challenge. COUNT DOWN STARTS. They will be under the disa act at any Cost.",non-hate,"Don't worry Lokesh garu. if Government could not do it, Madam will hang them with in 21 days. Jabardast challenge. count down starts. They will be hanged under Disa act at any cost."
HATE_3535,Prathi Daniki Government Tappu Vundadu Prajalu Koncham Marali,non-hate,"Prathi daniki Government tappu vundadu prajalu koncham marali, attitude change ayithey ilanti jaragavu"
HATE_3536,Pics of the poor have been sued for doing good. Boli Gadu Key Vote Who Vote,hate,??????? ??  ???? ????  ? ????  ??? ?????????  ??????  ????????  ?????? ??????  ?.  ?????? ???? ??  ??? ???? ?????
HATE_3537,Ala Ramakrishna Reddy is the man who is the nickname for the righteousness of righteousness. Amaravati is a true fight for farmers. He should be cold for ten years.,non-hate,???? ???????? ??? ???? ?????? ??????? ??????? ???? ???????????????. ??????? ????????? ?????? ?????? ????? ???????. ??? ???????????? ?????? ??????.
HATE_3538,Don't worry Ramakrishna,non-hate,????????  ???? ?????????  ???? ????  ???? ???? ?????????? ???????
HATE_3539,"If you want to jump from the party, the party must change for the selfishness of Everno ....",hate,"?????? ????? ???? ????????, ?????? ?????? ???????? ???????? ???? ?????? ??????...."
HATE_3540,Central Lo Vuntene Addukku Tintunam Eka Stete Lo Vaste Anthe Enga ...,hate,Central lo vuntene addukku tintunam eka stete lo vaste anthe enga...
HATE_3541,Entha Mandhi BJP Lo Join Aina Kuda BJP TS Govt Form Cheyyaledhu ..,hate,Entha mandhi bjp lo join aina kuda bjp TS govt form cheyyaledhu..
HATE_3542,Jai Jai Komatireddy Brothers Jai Modi is equal to 100 other party workers,non-hate,?? ?????? ????????? 100 ???? ??? ?????? ???????????? ????? ?? ?? ??????????? ???????? ?? ????
HATE_3543,BJP sanka naku teenmar vartalu,hate,BJP Sanka naku teenmar vartalu
HATE_3544,V6 Channel is a very respect for the previous BJP's channel now this channel Vivek Channel Same,hate,V6 ????? ???? ?????????? ???? ????? ?? ?????? ??????? ?????? ????? ????????? ????? ? ????? ?????? ????? ????
HATE_3545,Nagarjuna may not come into the YCP under any circumstances because Jagan 420 is not a fool.,hate,????????? ????? ????????????? ?????? ???? ?????????? ???????? ???? 420 ??? ?????? ????? ????? ??? ????? ???????? ???? ?????
HATE_3546,Dante females also go to the broadcast,hate,???? ??????????? ????? ????? ???????? ???? ???????? ???? ???????
HATE_3547,Ade Matani Dukuduga Cheppandi. Siva Garu Kanabadatharu Maku. Voice belaga vundi.,non-hate,Ade matani dukuduga cheppandi. Siva garu kanabadatharu maku. Voice belaga vundi.
HATE_3548,Desaani Dochokotaaniki Eeyanaki Emi Takkuvayindita,hate,Desaani dochokotaaniki eeyanaki emi takkuvayindita
HATE_3549,Mundu.vacchinollu.peekipoyaru.eeyanocchi.peekuthadu,hate,Mundu.vacchinollu.peekipoyaru.eeyanocchi.peekuthadu
HATE_3550,"Nagarjuna vadi Nasanam vadu korukuntada vadu kd no 1, anta eegiga padadu",hate,"Nagarjuna vadi nasanam vadu korukuntada vadu KD no 1, anta eegiga padadu"
HATE_3551,Vadoka lucha gadu vadiki jagan party nee correct,hate,Vadoka lucha gadu vadiki jagan party ne correct
HATE_3552,Vadi Antha Chetha Lovda cm ni nenu intha varaku chudaledhu bhayya,hate,vadi antha chetha lovda cm ni nenu intha varaku chudaledhu bhayya
HATE_3553,From Recent 3 months IAM Addicted to Your Videos Anna. Your way of explaining and slang is very nice,non-hate,From recent 3 months iam addicted to your videos anna. Your way of explaining and slang is very nice
HATE_3554,Match Chudaniki Vasthunam Ani Cheppu Bro,non-hate,Match chudaniki vasthunam ani cheppu bro
HATE_3555,Oka Pani Cheddham vada pav ane brand ni relaunch cheddham,non-hate,oka pani cheddham vada pav ane brand ni relaunch cheddham
HATE_3556,Match Gadida Modda Ayindhi.,hate,match gadida modda ayindhi .
HATE_3557,Rohith Bondam Gadu Ballu Anni Dengesadu Vadi Valle Match Poyindhi,hate,rohith bondam gadu ballu anni dengesadu vadi valle match poyindhi
HATE_3558,Musali Gudda Ashwin Ni Endhuku Endhuku Teaukunnaru Bro Kastha Cheppandi,hate,musali gudda ashwin ni endhuku endhuku teaukunnaru bro kastha chepppandi
HATE_3559,Asla Kl Rahul Peddha Bogh Na Koduku Adatham Radhu Em Radhu,hate,asla kl rahul peddha bogh na koduku adatham radhu em radhu
HATE_3560,Rahul Dravid Vadi Moddalo Selection Asla Chahal Hi Endhuku Tesukole,hate,Rahul dravid vadi moddalo selection  asla chahal hi endhuku tesukole
HATE_3561,TRS kadhu brs rey paayi cheyi munugode polls lo,hate,trs kadhu brs rey paayi cheyi munugode polls lo
HATE_3562,"In our Telangana, our leaders are very chiller gah vuntadhi.",hate,??  ?????????? ?? ?????? ???? ???? chiller gah vuntadhi.????? ??????.
HATE_3563,Jairam Ganesh Rahul Gandhi Sanka Nakutadhu Howla Gadhu,hate,jairam ganesh rahul gandhi sanka nakutadhu howla gadhu
HATE_3564,Mallikarjun Kharge Gandhi Family Kukka Vallu,hate,mallikarjun kharge  gandhi family kukka vallu emi chepthe adhi songa karchukoni oppukuntaru
HATE_3565,I am a sachipota babui..what no matter what the train is..ywe what is my sword,hate,???? ???????? ??????..??? ???..???? ???..?? ???? ???..?? ????? ???
HATE_3566,We should be ashamed for choosing leaders who have no culture,hate,? ?????? ???????? ???? ??????? ??????????????? ???? ???? ???????????
HATE_3567,Thinking that Drama Rao should defeat you this time,non-hate,????? ??????????? ?????? ???? ????? ????????? ???????? ???
HATE_3568,Thinking that Drama Rao should defeat you this time,non-hate,????? ??????????? ?????? ???? ????? ????????? ???????? ???
HATE_3569,"In the meantime, the culture of speaking in a public representative is so high",non-hate,?? ????? ????????? ?????? ???? ??? ??????? ???????? ???????? ? ???? ???? ??????????
HATE_3570,Veellandhari Kante RSP Sir & Eetala Sir Best Leadersâ€¦,non-hate,Veellandhari kante RSP sir & Eetala sir best leaders …
